Outlet URL,Latitude,Longitude
http://www.201magazine.com/#201magazine,40.9262762,-74.07701
https://theobservernewark.com/news,40.735657,-74.1723667
https://hudsonreporter.com/category/issues/07030-hoboken-issue/,40.7439905,-74.0323626
https://24horasnewspaper.com/,40.735657,-74.1723667
https://acprimetime.com/atlantic-city-primetime-news/,39.3642834,-74.4229266
http://advertisernewsnorth.com,41.1985786,-74.4828866
http://advertisernewssouth.com,41.1534294,-74.5762713
http://www.afrophilly.com/,39.926813,-75.0246312
http://allaroundpennsauken.com,39.9562052,-75.058009
http://www.amboyguardian.com/,40.5067723,-74.2654234
http://www.anointedonline.net/,39.9259463,-75.1196199
http://arabvoice.com/,40.9167654,-74.17181099999999
http://www.stocktonargo.com,39.4928235,-74.5596879
http://www.app.com/,40.3470543,-74.0643065
http://asburyparksun.com/,40.2203907,-74.0120817
http://www.ahherald.com/,40.2589455,-74.12399599999999
https://centraljersey.com/atlantic-hub/,40.3367768,-74.0470837
https://baristanet.com,40.8259007,-74.2090053
https://hudsonreporter.com/category/issues/bayonne-life-on-the-peninsula-issue/,40.7453199,-74.05351259999999
http://www.wpubeacon.com,40.92537249999999,-74.2765441
https://dailyvoice.com/new-jersey/bergenfield,40.9275987,-73.9973608
https://rennamedia.com/publications/berkeley-heights-community-news/,40.6808726,-74.4310524
https://thesunpapers.com/berlin-sun/,39.7912261,-74.9290536
http://www.newjerseyhills.com/bernardsville_news/,40.7187119,-74.569324
https://www.mypaperonline.com/category/black-river-news,40.7842667,-74.6968284
https://blogfinger.net,40.2120575,-74.00652579999999
https://communitynews.org/bordentown-current/,40.1462213,-74.71182639999999
http://www.brazilianpress.com,40.735657,-74.1723667
https://brickcitylive.com,40.735657,-74.1723667
http://brick.shorebeat.com,40.0578384,-74.1371832
https://brigantinenow.com/,39.4101171,-74.3645906
https://www.brigantinetimes.com/,39.4101171,-74.3645906
http://www.burlingtoncountytimes.com/,40.1462213,-74.71182639999999
https://burlingtontownshipsun.com/,40.071222,-74.86488729999999
https://www.mypaperonline.com/category/caldwell-news,40.8398218,-74.2765366
https://www.camdencc.edu/student_life/campus-press/,39.926813,-75.0246312
http://www.capemaycountyherald.com/,39.105884,-74.8273184
http://www.starandwave.com,38.9351125,-74.90600529999999
https://www.rcan.org/the-catholic-advocate,40.735657,-74.1723667
http://www.medfordcentralrecord.com,39.86618259999999,-74.8390162
https://chalkbeat.org/newark/,40.735657,-74.1723667
http://www.newjerseyhills.com/chatham_courier/,40.740934,-74.3837624
https://rennamedia.com/publications/the-chathams/,40.740934,-74.3837624
https://cherryhillsun.com/,39.926813,-75.0246312
https://cinnaminsonsun.com/,39.9969646,-74.99276929999999
http://www.newjerseyhills.com/the_citizen/,40.904019,-74.4087405
https://rennamedia.com/publications/clark-monthly/,40.6278031,-74.3127631
https://dailyvoice.com/new-jersey/cliffsidepark/,40.8762106,-74.0298621
https://starnewsgroup.com/the-coast-star-e-edition/,40.2589455,-74.12399599999999
http://thecoaster.net/wordpress/,40.2203907,-74.0120817
http://www.mcccvoice.org/,40.2983262,-74.618634
https://countywatchers.wordpress.com/,40.6595001,-74.2883536
http://www.mycentraljersey.com/news/courier-news/,40.5292099,-74.64004320000001
https://www.courierpostonline.com/,39.8558488,-74.6868815
http://www.centraljersey.com/news/the_cranbury_press/,40.336419,-74.43304739999999
https://rennamedia.com/publications/cranford-monthly/,40.6573662,-74.3049856
https://cranfordradio.wordpress.com,40.6573662,-74.3049856
https://dailyvoice.com/new-jersey/cresskill,40.9414874,-73.9593041
https://centraljersey.com/em-sentinel/,40.5187154,-74.4120953
https://www.pressofatlanticcity.com/currents_gazettes/egg_harbor_township/,39.3822537,-74.6166192
https://www.pressofatlanticcity.com/currents_gazettes/galloway_township/,39.4928235,-74.5596879
https://www.pressofatlanticcity.com/currents_gazettes/mainland/,39.3703942,-74.5501546
https://www.pressofatlanticcity.com/currents_gazettes/hamilton_township/,39.4523385,-74.7276626
https://www.pressofatlanticcity.com/currents_gazettes/pleasantville_absecon/,39.3898388,-74.5240422
https://www.pressofatlanticcity.com/currents_gazettes/downbeach/,39.3403942,-74.4773735
http://www.thedailyjournal.com/,39.2587106,-75.06111469999999
http://www.dailyprincetonian.com,40.3572976,-74.6672226
http://www.dailyrecord.com/,40.8336038,-74.54632819999999
http://www.dailytargum.com,40.4862157,-74.4518188
http://www.dirt-mag.com/,41.1534294,-74.5762713
https://downbeachbuzz.com/,39.327894,-74.50348579999999
https://www.thedrewacorn.com/,40.7598227,-74.417097
http://www.dunellen411.com/,40.5892696,-74.4718201
https://centraljersey.com/eb-sentinel/,40.4316955,-74.4049778
https://www.mypaperonline.com/category/east-hanoverflorham-park-news,40.8200623,-74.3647247
https://eccobserverdotcom.wordpress.com/,40.735657,-74.1723667
http://www.newjerseyhills.com/echoes-sentinel/,40.68288920000001,-74.49359129999999
https://dailyvoice.com/new-jersey/englewood,40.8928771,-73.9726381
https://fduequinox.wordpress.com/,40.8932469,-74.0116536
