news_url,outlet,outlet_latitude,outlet_longitude,gpe,gpe_latitude,gpe_longitude,gpe_county,gpe_occurrences,group_ID
https://6abc.com/sheriffs-deputy-fired-after-allegedly-face-slamming-teen-/5751767/,6abc.com,41.1288481,-74.6868815,BrowardCounty,26.190096,-80.365865,Broward County,1,74
https://6abc.com/weather/northeast-philadelphia-residents-grapples-with-storm-damage/6353558/,6abc.com,41.1288481,-74.6868815,ParkwoodManor,26.2677526,-98.2356538,Hidalgo County,1,76
https://6abc.com/health/man-greeted-with-cheers-big-hug-as-he-leaves-nj-hospital/6185522/,6abc.com,41.1288481,-74.6868815,SouthFlorida,26.3013917,-80.6326916,,32,77
https://6abc.com/sports/college-football-bowl-projections-after-week-5/5576955/,6abc.com,41.1288481,-74.6868815,BocaRaton,26.3683064,-80.1289321,Palm Beach County,2,80
https://6abc.com/sports/college-football-bowl-projections-after-week-5/5576955/,6abc.com,41.1288481,-74.6868815,FloridaAtlantic,26.3858316,-80.0973094,Palm Beach County,1,81
https://6abc.com/weather/catfish-spotted-swimming-in-flooded-fla-street-ahead-of-dorian/5512832/,6abc.com,41.1288481,-74.6868815,BoyntonBeach,26.5317866,-80.0905465,Palm Beach County,1,83
https://6abc.com/weather/catfish-spotted-swimming-in-flooded-fla-street-ahead-of-dorian/5512832/,6abc.com,41.1288481,-74.6868815,PalmBeachCounty,26.6514503,-80.2767327,Palm Beach County,3,85
https://6abc.com/judge-clears-record-of-florida-man-jailed-for-missing-jury-duty/5602471/,6abc.com,41.1288481,-74.6868815,PalmBeach,26.6514503,-80.2767327,Palm Beach County,5,85
https://6abc.com/man-shot-by-police-in-ventnor-new-jersey-identified/6365451/,6abc.com,41.1288481,-74.6868815,Wellington,26.6617635,-80.2683571,Palm Beach County,1,86
https://6abc.com/society/-dream-ride-2019-stops-in-king-of-prussia/5486692/,6abc.com,41.1288481,-74.6868815,PalmBeach,26.7056206,-80.0364297,Palm Beach County,15,87
https://6abc.com/5574112/,6abc.com,41.1288481,-74.6868815,PalmBeachGardens,26.8396096,-80.1019144,Palm Beach County,2,90
https://6abc.com/teen-died-protecting-younger-sister-during-home-invasion/5582191/,6abc.com,41.1288481,-74.6868815,CharlotteCounty,26.8946009,-81.909826,Charlotte County,1,91
https://6abc.com/tag/teen-killed/,6abc.com,41.1288481,-74.6868815,PortCharlotte,26.9761707,-82.09064479999999,Charlotte County,2,92
https://6abc.com/localish/uesugi-farms-has-just-about-everything-a-pumpkin-lover-can-dream-of/5649993/,6abc.com,41.1288481,-74.6868815,Martin,27.0804935,-80.4103957,Martin County,1,93
https://6abc.com/weather/tropical-storm-iota-forms-could-follow-etas-deadly-path/7925892/,6abc.com,41.1288481,-74.6868815,BradentonBeach,27.4682549,-82.69936310000001,Manatee County,1,95
https://6abc.com/weather/tropical-storm-iota-forms-could-follow-etas-deadly-path/7925892/,6abc.com,41.1288481,-74.6868815,ManateeCounty,27.4799195,-82.34518899999999,Manatee County,1,96
https://6abc.com/tag/caught-on-camera/,6abc.com,41.1288481,-74.6868815,Florida,27.6648274,-81.5157535,,937,97
https://6abc.com/science/everything-to-know-about-spacex-launch-scheduled-for-tonight/7983062/,6abc.com,41.1288481,-74.6868815,Fla,27.6648274,-81.5157535,,97,97
https://6abc.com/sports/college-football-bowl-projections-after-week-5/5576955/,6abc.com,41.1288481,-74.6868815,FloridaState,27.6648274,-81.5157535,,5,97
https://6abc.com/weather/tropical-storm-eta-dumps-rain-on-an-already-flooded-florida/7793200/,6abc.com,41.1288481,-74.6868815,SouthFloridas,27.6648274,-81.5157535,,1,97
https://6abc.com/,6abc.com,41.1288481,-74.6868815,StPeteBeach,27.7428134,-82.7504542,Pinellas County,4,98
https://6abc.com/senate-report-criticizes-fbi-for-not-warning-about-russian-meddling-in-2016-election/5604693/,6abc.com,41.1288481,-74.6868815,StPete,27.7676008,-82.64029149999999,Pinellas County,2,99
https://6abc.com/weather/beta-puts-over-10-million-people-under-tropical-storm-warnings/6467751/,6abc.com,41.1288481,-74.6868815,PortAransas,27.8339158,-97.0610994,Nueces County,2,100
https://6abc.com/watch/feed.yahoo,6abc.com,41.1288481,-74.6868815,FossilPark,27.8356833,-82.6415919,Pinellas County,54,101
https://6abc.com/nestor-makes-landfall-in-florida-heavy-rain-and-high-winds-expected-/5631781/,6abc.com,41.1288481,-74.6868815,PinellasCounty,27.876394,-82.7778579,Pinellas County,2,102
https://6abc.com/sports/way-too-early-2020-power-rankings-can-nationals-stay-on-top/5660884/,6abc.com,41.1288481,-74.6868815,TampaBay,27.950575,-82.4571776,Hillsborough County,3,103
https://6abc.com/man-charged-in-attempted-kidnapping-of-wwe-star-police/6373789/,6abc.com,41.1288481,-74.6868815,HillsboroughCounty,27.9903597,-82.3017728,Hillsborough County,2,105
https://6abc.com/weather/beta-makes-landfall-in-texas-late-monday-night/6490211/,6abc.com,41.1288481,-74.6868815,AransasBay,28.039545,-96.9960925,Aransas County,1,107
https://6abc.com/pets-animals/black-cat-cafe-serves-up-a-feast-to-help-cats-/5750111/,6abc.com,41.1288481,-74.6868815,BerkleyRd,28.1182622,-81.8203513,Polk County,1,108
https://6abc.com/sports/philadelphia-union-clinches-playoff-spot/7045317/,6abc.com,41.1288481,-74.6868815,Kissimmee,28.2919557,-81.40757099999999,Osceola County,2,109
https://6abc.com/food/disney-theme-parks-adding-vegan-options-to-every-menu/5564273/,6abc.com,41.1288481,-74.6868815,AnimalKingdom,28.3574423,-81.5905788,Orange County,1,110
https://6abc.com/food/boozy-dole-whip-cookie-sandwiches-coming-to-disney-world/5335782/,6abc.com,41.1288481,-74.6868815,DisneySprings,28.3705684,-81.51935879999999,Orange County,4,111
https://6abc.com/technology/lights-in-the-sky-spacex-satellite-launch-creates-celestial-sight/5691107/,6abc.com,41.1288481,-74.6868815,CapeCanaveral,28.3922182,-80.60771319999999,Brevard County,1,112
https://6abc.com/traffic/trenton-police-chase-ends-in-crash-6-officers-injured/6339872/,6abc.com,41.1288481,-74.6868815,OrlandoSantiago,28.5383832,-81.3789269,Orange County,2,114
https://6abc.com/weather/beta-makes-landfall-in-texas-late-monday-night/6490211/,6abc.com,41.1288481,-74.6868815,MatagordaBay,28.5504723,-96.3013432,,1,115
https://6abc.com/tag/narcan/,6abc.com,41.1288481,-74.6868815,VolusiaCounty,29.0279842,-81.0754657,Volusia County,16,118
https://6abc.com/amp/deputies-say-child-calls-911-after-mom-overdoses-on-fla-highway/5669126/,6abc.com,41.1288481,-74.6868815,VolusiaCounty,29.0279842,-81.0754657,Volusia County,1,118
https://6abc.com/man-missing-after-falling-into-sinkhole-and-getting-swept-away-in-drain-pipes/5633508/,6abc.com,41.1288481,-74.6868815,HermosilloMexico,29.0729673,-110.9559192,,1,120
https://6abc.com/weather/beta-makes-landfall-in-texas-late-monday-night/6490211/,6abc.com,41.1288481,-74.6868815,JamaicaBeach,29.189684,-94.9796456,Galveston County,1,121
https://6abc.com/news/,6abc.com,41.1288481,-74.6868815,Galveston,29.3013479,-94.7976958,Galveston County,10,123
https://6abc.com/about/newsteam/tamala-edwards/,6abc.com,41.1288481,-74.6868815,Kuwait,29.31166,47.481766,,4,124
https://6abc.com/weather/beta-makes-landfall-in-texas-late-monday-night/6490211/,6abc.com,41.1288481,-74.6868815,GalvestonCounty,29.37634989999999,-94.8520636,Galveston County,2,125
https://6abc.com/5840770/,6abc.com,41.1288481,-74.6868815,BexarCounty,29.4200763,-98.5721016,Bexar County,2,127
https://6abc.com/sports/2019-20-nba-league-pass-rankings/5613533/,6abc.com,41.1288481,-74.6868815,SanAntonio,29.4251905,-98.4945922,Bexar County,48,128
https://6abc.com/surveillance-video-shows-car-of-interest-in-young-fathers-killing/5633196/,6abc.com,41.1288481,-74.6868815,FortBendCounty,29.5692614,-95.8142885,Fort Bend County,3,130
https://6abc.com/shopping/dollar-tree-candles-recalled-over-fire-and-burn-hazards/8583722/,6abc.com,41.1288481,-74.6868815,MissouriCity,29.6185669,-95.5377215,Fort Bend County,1,131
https://6abc.com/5632801/,6abc.com,41.1288481,-74.6868815,StVincentIsland,29.6592942,-85.1323779,Franklin County,4,133
https://6abc.com/feed/surveillance-video-shows-car-of-interest-in-young-fathers-killing/5633196/,6abc.com,41.1288481,-74.6868815,CincoRanch,29.7388418,-95.7580048,Fort Bend County,3,135
https://6abc.com/delaware/,6abc.com,41.1288481,-74.6868815,Houston,29.7604267,-95.3698028,Harris County,720,137
https://6abc.com/localish/these-best-friends-are-only-13-and-already-running-their-own-companies-/5665087/,6abc.com,41.1288481,-74.6868815,TheCityOfHouston,29.7604267,-95.3698028,Harris County,1,137
https://6abc.com/sports/why-youll-probably-hear-baby-shark-doo-doo-doo-at-world-series/5643019/,6abc.com,41.1288481,-74.6868815,HoustonAstros,29.7604267,-95.3698028,Harris County,1,137
https://6abc.com/localish/how-every-purchase-made-at-this-houston-coffee-shop-saves-lives/6149522/,6abc.com,41.1288481,-74.6868815,TheHoustonHeights,29.7980513,-95.3979342,Harris County,1,139
https://6abc.com/houston-police-officer-hits-kills-bicyclist-while-responding-to-call-/5605464/,6abc.com,41.1288481,-74.6868815,NortheastHouston,29.7991078,-95.2893433,Harris County,4,140
https://6abc.com/about/newsteam/jeff-skversky/,6abc.com,41.1288481,-74.6868815,StAugustine,29.9012437,-81.31243409999999,St. Johns County,11,141
https://6abc.com/watch/newsletter.headlinesMore,6abc.com,41.1288481,-74.6868815,NewOrleans,29.95106579999999,-90.0715323,Orleans Parish,216,143
https://6abc.com/5633127/,6abc.com,41.1288481,-74.6868815,NewOrleans,29.95106579999999,-90.0715323,Orleans Parish,14,143
https://6abc.com/tag/fyi-restaurants/,6abc.com,41.1288481,-74.6868815,NewOrleans,29.95106579999999,-90.0715323,Orleans Parish,8,143
https://6abc.com/5689665/,6abc.com,41.1288481,-74.6868815,Kyle,29.9891052,-97.8772267,Hays County,5,144
https://6abc.com/5689665/,6abc.com,41.1288481,-74.6868815,HaysCounty,30.0537607,-98.0028892,Hays County,5,146
https://6abc.com/traffic/amtrak-train-bound-for-new-orleans-crashes-with-semi-truck-in-texas/5504684/,6abc.com,41.1288481,-74.6868815,LibertyCounty,30.1507777,-84.8567932,Liberty County,3,149
https://6abc.com/tracking-hurricane-sally-gulf-coast-braces-for-flooding-dangerous-storm-surge/6423740/,6abc.com,41.1288481,-74.6868815,PanamaCity,30.1588129,-85.6602058,Bay County,5,150
https://6abc.com/tag/drones/,6abc.com,41.1288481,-74.6868815,PanamaCityBeach,30.1765914,-85.8054879,Bay County,2,151
https://6abc.com/5553688/,6abc.com,41.1288481,-74.6868815,LakeCharles,30.2265949,-93.2173758,Calcasieu Parish,8,153
https://6abc.com/weather/weakened-but-still-dangerous-laura-to-pose-continued-threat/6393077/,6abc.com,41.1288481,-74.6868815,LakeCharles,30.2265949,-93.2173758,Calcasieu Parish,1,153
https://6abc.com/weather/sally-weakens-but-still-dumping-rain;-rivers-threaten-flooding/6428322/,6abc.com,41.1288481,-74.6868815,OrangeBeach,30.2697033,-87.5867598,Baldwin County,4,156
https://6abc.com/entertainment/dancing-with-the-stars-live-tour-2020-dates-announced/5579532/,6abc.com,41.1288481,-74.6868815,Jacksonville,30.3321838,-81.65565099999999,Duval County,12,161
https://6abc.com/police-chief-killed-in-hotel-one-of-his-officers-charged-with-murder/5690473/,6abc.com,41.1288481,-74.6868815,PensacolaBeach,30.3337006,-87.14110889999999,Escambia County,2,162
https://6abc.com/weather/hurricane-sally-expected-to-strengthen-into-cat-2-storm-today/6423415/,6abc.com,41.1288481,-74.6868815,FloridaPanhandle,30.42126429999999,-87.2168913,,1,168
https://6abc.com/weather/flood-emergency-issued-as-hurricane-sally-makes-landfall/6425297/,6abc.com,41.1288481,-74.6868815,MobileBay,30.4434341,-87.9922684,,2,171
https://6abc.com/5455102/,6abc.com,41.1288481,-74.6868815,La,30.5190775,-91.5208624,,965,173
https://6abc.com/sports/mlb-2020-playoffs-wild-card-standings-playoff-picture-and-postseason-format/6413680/,6abc.com,41.1288481,-74.6868815,La,30.5190775,-91.5208624,,36,173
https://6abc.com/feed/fbi-inmate-is-the-deadliest-serial-killer-in-us-history/5602382/,6abc.com,41.1288481,-74.6868815,Louisiana,30.5190775,-91.5208624,,173,173
https://6abc.com/place/los-angeles-county/,6abc.com,41.1288481,-74.6868815,LaLa,30.5190775,-91.5208624,,2,173
https://6abc.com/weather/hurricane-laura-moves-north-with-110-mph-winds/6391192/,6abc.com,41.1288481,-74.6868815,La,30.5190775,-91.5208624,,2,173
https://6abc.com/tag/lapd/,6abc.com,41.1288481,-74.6868815,LaSon,30.5190775,-91.5208624,,2,173
https://6abc.com/weather/sally-weakens-but-still-dumping-rain;-rivers-threaten-flooding/6428322/,6abc.com,41.1288481,-74.6868815,EscambiaCounty,30.6389408,-87.3413599,Escambia County,4,178
https://6abc.com/sports/college-football-power-rankings-for-week-8/5632498/,6abc.com,41.1288481,-74.6868815,SouthAlabama,30.6959406,-88.184236,Mobile County,2,180
https://6abc.com/food/walmart-sausage-products-recalled-by-manufacturer/5634901/,6abc.com,41.1288481,-74.6868815,Caryville,30.7732441,-85.8140997,Washington County,4,181
https://6abc.com/tag/flooding/,6abc.com,41.1288481,-74.6868815,Westville,30.7746326,-85.85160049999999,Holmes County,2,182
https://6abc.com/tag/6abc-contests-and-sweepstakes/,6abc.com,41.1288481,-74.6868815,Israel,31.046051,34.851612,,92,185
https://6abc.com/amp/society/car-wash-doubles-as-haunted-house-to-offer-clean-scary-fun/5630770/,6abc.com,41.1288481,-74.6868815,Brunswick,31.1499528,-81.49148939999999,Glynn County,3,188
https://6abc.com/about/newsteam/annie-mccormick/,6abc.com,41.1288481,-74.6868815,Waco,31.549333,-97.1466695,McLennan County,5,190
https://6abc.com/tag/theft/,6abc.com,41.1288481,-74.6868815,Brookhaven,31.5790588,-90.4406506,Lincoln County,8,191
https://6abc.com/5840770/,6abc.com,41.1288481,-74.6868815,NacogdochesCounty,31.6353071,-94.645035,Nacogdoches County,2,192
https://6abc.com/tag/gun-violence/,6abc.com,41.1288481,-74.6868815,WestTexas,31.75355119999999,-106.4917179,El Paso County,11,195
https://6abc.com/amp/politics/beto-orourke-ends-2020-presidential-campaign/5665098/,6abc.com,41.1288481,-74.6868815,ElPaso,31.7618778,-106.4850217,El Paso County,81,196
https://6abc.com/devastating-fires-are-latest-challenge-in-west/6420885/,6abc.com,41.1288481,-74.6868815,WestTrump,31.8023057,-97.0909551,McLennan County,1,198
https://6abc.com/weather/10k-evacuated-as-river-dams-break-in-central-michigan/6198368/,6abc.com,41.1288481,-74.6868815,MidlandCounty,31.8781368,-101.9804613,Midland County,1,200
https://6abc.com/health/only-4-us-counties-remain-covid-free/7082361/,6abc.com,41.1288481,-74.6868815,LovingCounty,31.8883434,-103.6362715,Loving County,2,202
https://6abc.com/politics/president-trump-says-uae-to-open-diplomatic-ties-with-israel/6368792/,6abc.com,41.1288481,-74.6868815,WestBank,31.9465703,35.3027226,,1,203
https://6abc.com/weather/,6abc.com,41.1288481,-74.6868815,Texas,31.9685988,-99.9018131,,1404,204
https://6abc.com/sports/way-too-early-college-football-top-25-where-do-lsu-clemson-land/5847434/,6abc.com,41.1288481,-74.6868815,NorthTexas,31.9685988,-99.9018131,,1,204
https://6abc.com/politics/georgia-recount-masked-workers-start-presidential-hand-tally/7959630/,6abc.com,41.1288481,-74.6868815,ChathamCounty,31.9994194,-81.1196075,Chatham County,1,206
https://6abc.com/5631751/,6abc.com,41.1288481,-74.6868815,Ga,32.1574351,-82.90712300000001,,27,210
https://6abc.com/man-wanted-for-rape-in-de-since-2018-captured-in-south-carolina/5811685/,6abc.com,41.1288481,-74.6868815,BeaufortCounty,32.2860396,-80.7214417,Beaufort County,1,214
https://6abc.com/weather/man-drowns-at-nj-shore-in-seas-churned-by-hurricane/6423589/,6abc.com,41.1288481,-74.6868815,Bermuda,32.3078,-64.7505,,1,216
https://6abc.com/weather/hurricane-sally-makes-landfall-near-gulf-shores-alabama/6425297/,6abc.com,41.1288481,-74.6868815,Ala,32.3182314,-86.902298,,13,217
https://6abc.com/amp/weather/tornado-rips-through-dallas-damaging-homes-and-businesses/5634643/,6abc.com,41.1288481,-74.6868815,Mississippi,32.3546679,-89.3985283,,39,219
https://6abc.com/sports/college-football-bowl-projections-after-week-5/5576955/,6abc.com,41.1288481,-74.6868815,CramtonBowl,32.379522,-86.2930272,Montgomery County,1,221
https://6abc.com/weather/doppler/stormtracker-6---south-view/,6abc.com,41.1288481,-74.6868815,EasternMontgomery,32.39041600000001,-86.202744,Montgomery County,61,222
https://6abc.com/politics/us-announces-new-sanctions-on-iran-after-missile-strikes/5834163/,6abc.com,41.1288481,-74.6868815,TheIslamicRepublic,32.427908,53.688046,,1,224
https://6abc.com/tag/philadelphia-international-airport/,6abc.com,41.1288481,-74.6868815,TuskegeeAirmen,32.430237,-85.7077266,Macon County,4,225
https://6abc.com/weather/bertha-weakens-into-tropical-depression-hours-after-sc-landfall/6214665/,6abc.com,41.1288481,-74.6868815,EdistoBeach,32.4793551,-80.33482289999999,Colleton County,2,228
https://6abc.com/death-toll-rises-to-11-as-millions-brave-severe-weather-threat/5840770/,6abc.com,41.1288481,-74.6868815,Haughton,32.53265140000001,-93.5040627,Bossier Parish,2,231
https://6abc.com/society/2nd-sesame-place-park-opening-in-san-diego/5635409/,6abc.com,41.1288481,-74.6868815,AquaticaSanDiego,32.58763,-117.0107593,San Diego County,1,233
https://6abc.com/pentagon-ig-opens-review-into-$400-million-border-wall-contract/5749074/,6abc.com,41.1288481,-74.6868815,YumaCounty,32.6527533,-113.9536466,Yuma County,2,235
https://6abc.com/pets-animals/meet-cinder-the-orphaned-sea-otter-pup-with-a-new-home/5574151/,6abc.com,41.1288481,-74.6868815,SanDiego,32.715738,-117.1610838,San Diego County,49,238
https://6abc.com/society/2nd-sesame-place-park-opening-in-san-diego/5635409/,6abc.com,41.1288481,-74.6868815,SanDiego,32.715738,-117.1610838,San Diego County,1,238
https://6abc.com/sports/mlb-2020-playoffs-wild-card-standings-playoff-picture-and-postseason-format/6413680/,6abc.com,41.1288481,-74.6868815,SanDiegos,32.715738,-117.1610838,San Diego County,2,238
https://6abc.com/business/feminine-products-maker-to-designing-more-inclusive-packaging/5639807/,6abc.com,41.1288481,-74.6868815,CenterCityCalifornia,32.7167272,-117.1661194,San Diego County,1,239
https://6abc.com/tag/motorcycles/,6abc.com,41.1288481,-74.6868815,FairmountPark,32.7232397,-117.1076578,San Diego County,158,240
https://6abc.com/politics/pence-says-that-turkey-has-agreed-to-a-cease-fire-in-syria/5626135/,6abc.com,41.1288481,-74.6868815,FortWorth,32.7554883,-97.3307658,Tarrant County,5,241
https://6abc.com/health/shes-in-pain-10-month-old-on-life-support-suffering-hospital/5751582/,6abc.com,41.1288481,-74.6868815,FortWorth,32.7554883,-97.3307658,Tarrant County,2,241
https://6abc.com/weather/tornado-rips-through-dallas-damaging-homes-and-businesses/5634643/,6abc.com,41.1288481,-74.6868815,Dallas,32.7766642,-96.7969879,Dallas County,24,243
https://6abc.com/sports/college-football-bowl-projections-after-week-5/5576955/,6abc.com,41.1288481,-74.6868815,SanDiegoState,32.7774047,-117.0714068,San Diego County,1,244
https://6abc.com/texas-man-allegedly-guns-down-home-invader-goes-back-to-bed/5580403/,6abc.com,41.1288481,-74.6868815,DallasCounty,32.8024682,-96.8350999,Dallas County,2,245
https://6abc.com/tag/drexel-university/,6abc.com,41.1288481,-74.6868815,UniversityCity,32.8577324,-117.2054294,San Diego County,13,248
https://6abc.com/entertainment/dancing-with-the-stars-live-tour-2020-dates-announced/5579532/,6abc.com,41.1288481,-74.6868815,NorthCharleston,32.8771106,-80.0130514,Charleston County,2,249
https://6abc.com/weather/weather-used-to-help-harriet-tubman-free-slaves/5971115/,6abc.com,41.1288481,-74.6868815,DorchesterCounty,33.1680383,-80.54384499999999,Dorchester County,1,255
https://6abc.com/sports/nba-playoffs-2020-schedules-news-odds-and-latest-updates/6371795/,6abc.com,41.1288481,-74.6868815,Thunder6Pm,33.24445,-117.2908184,San Diego County,1,260
https://6abc.com/pets-animals/a-puppy-for-christmas-girls-reaction-when-their-wish-comes-true/5747100/,6abc.com,41.1288481,-74.6868815,Commerce,33.2472808,-95.9114704,Hunt County,3,261
https://6abc.com/traffic/ice-and-fog-contributed-to-69-car-pileup-in-virginia-police-say/5779784/,6abc.com,41.1288481,-74.6868815,QueensCreek,33.2485715,-111.6377055,Maricopa County,1,262
https://6abc.com/automotive/driver-in-honda-civic-killed-by-recalled-exploding-air-bag/6787962/,6abc.com,41.1288481,-74.6868815,Mesa,33.4151843,-111.8314724,Maricopa County,1,266
https://6abc.com/kareem-abdul-jabbars-son-arrested-for-allegedly-stabbing-neighbor/6246143/,6abc.com,41.1288481,-74.6868815,SanClemente,33.4273521,-117.6126004,Orange County,2,268
https://6abc.com/5744419/,6abc.com,41.1288481,-74.6868815,Phoenix,33.4483771,-112.0740373,Maricopa County,62,269
https://6abc.com/5749068/,6abc.com,41.1288481,-74.6868815,Birmingham,33.5185892,-86.8103567,Jefferson County,9,272
https://6abc.com/new-video-in-abduction-of-3-year-old-from-birthday-party/5630795/,6abc.com,41.1288481,-74.6868815,Birmingham,33.5185892,-86.8103567,Jefferson County,2,272
https://6abc.com/arrest-made-in-postal-workers-murder/5576964/,6abc.com,41.1288481,-74.6868815,WilliamsburgCounty,33.62936060000001,-79.6502105,Williamsburg County,2,277
https://6abc.com/tag/localish/,6abc.com,41.1288481,-74.6868815,HuntingtonBeach,33.6594835,-117.9988026,Orange County,4,278
https://6abc.com/entertainment/dancing-with-the-stars-live-tour-2020-dates-announced/5579532/,6abc.com,41.1288481,-74.6868815,CostaMesa,33.6638439,-117.9047429,Orange County,2,279
https://6abc.com/society/viola-davis-reflects-on-past-for-55th-birthday/6367033/,6abc.com,41.1288481,-74.6868815,SaintMatthews,33.664876,-80.77786809999999,Calhoun County,1,280
https://6abc.com/5744419/,6abc.com,41.1288481,-74.6868815,NorthPhoenix,33.6814526,-112.0628157,Maricopa County,3,281
https://6abc.com/santa-ana-winds-rapidly-spread-fire-in-southern-california/5658446/,6abc.com,41.1288481,-74.6868815,RiversideCounty,33.6825587,-115.4733554,Riverside County,3,282
