Filename,RowCount
0_rennamedia.com_publications_berkeley-heights-community-news_.csv,20
248_www.tapinto.net_towns_berkeley-heights_.csv,1078
151_communitynews.org_hopewell-express_.csv,32
198_www.mypaperonline.com_category_east-hanoverflorham-park-news.csv,2
166_thesunpapers.com_washington-twp-sun_.csv,36
199_www.mypaperonline.com_category_hanover-news.csv,2
93_patch.com_new-jersey_mendham-chester.csv,1689
123_hudsonreporter.com_category_issues_bayonne-life-on-the-peninsula-issue_.csv,53
108_patch.com_new-jersey_southbrunswick.csv,1781
285_www.tapinto.net_towns_north-plainfield-slash-green-brook_.csv,5
82_patch.com_new-jersey_hopatcong-sparta.csv,1615
119_patch.com_new-jersey_westwood-hillsdale.csv,1920
270_www.tapinto.net_towns_holmdel-and-colts-neck_.csv,1085
192_www.mainlinemedianews.com_mainlinesuburbanlife_.csv,511
281_www.tapinto.net_towns_new-brunswick_.csv,778
147_communitynews.org_.csv,3860
9_rennamedia.com_publications_madison-monthly_.csv,16
284_www.tapinto.net_towns_newton_.csv,603
263_www.tapinto.net_towns_franklin-township_.csv,607
287_www.tapinto.net_towns_paramus_.csv,382
290_www.tapinto.net_towns_paterson_.csv,582
242_www.pressofatlanticcity.com_currents_gazettes_upper_township_.csv,98
137_dailyvoice.com_new-jersey_northpassaic.csv,1453
115_patch.com_new-jersey_watchung-greenbrook.csv,1484
272_www.tapinto.net_towns_livingston_.csv,667
189_www.jerseyshoreonline.com_thehowelltimes_.csv,28
249_www.tapinto.net_towns_bloomfield_.csv,1232
264_www.tapinto.net_towns_hackensack_.csv,395
246_www.tapinto.net_towns_bayonne_.csv,623
232_www.northjersey.com_.csv,9594
140_dailyvoice.com_new-jersey_ridgefieldpark.csv,1682
18_rennamedia.com_publications_warren-monthly_.csv,15
162_thesunpapers.com_shamong-sun_.csv,41
78_patch.com_new-jersey_fairlawn-saddlebrook.csv,1844
128_dailyvoice.com_new-jersey_englewood.csv,1227
208_www.mypaperonline.com_category_the-mt-olive-news.csv,3
243_www.pressofatlanticcity.com_.csv,2
133_dailyvoice.com_new-jersey_lyndhurst.csv,1225
274_www.tapinto.net_towns_middletown_.csv,1011
15_rennamedia.com_publications_spirit-of-union_.csv,18
122_hudsonreporter.com_category_issues_07030-hoboken-issue_.csv,61
4_rennamedia.com_publications_garwood-times_.csv,21
88_patch.com_new-jersey_longvalley.csv,1547
138_dailyvoice.com_new-jersey_paramus.csv,1503
19_rennamedia.com_publications_watchung-post_.csv,17
296_www.tapinto.net_towns_roxbury_.csv,580
2_rennamedia.com_publications_cranford-monthly_.csv,24
197_www.mypaperonline.com_category_caldwell-news.csv,3
105_patch.com_new-jersey_riverdell.csv,1723
86_patch.com_new-jersey_littlesilver.csv,1648
99_patch.com_new-jersey_newprovidence.csv,1737
260_www.tapinto.net_towns_elizabeth_.csv,581
97_patch.com_new-jersey_newbrunswick.csv,1736
17_rennamedia.com_publications_the-chathams_.csv,23
89_patch.com_new-jersey_manchester-nj.csv,1319
245_www.tapinto.net_towns_basking-ridge.csv,632
109_patch.com_new-jersey_southorange.csv,1634
87_patch.com_new-jersey_longbranch.csv,1862
253_www.tapinto.net_towns_clark_.csv,712
113_patch.com_new-jersey_verona.csv,1855
155_communitynews.org_trenton-downtowner_.csv,27
312_www.tapinto.net_towns_westfield_.csv,939
269_www.tapinto.net_towns_hillside_.csv,324
112_patch.com_new-jersey_triboro.csv,1734
157_thepressgroup.net_category_northern-valley-press_.csv,447
76_patch.com_new-jersey_asbury-park.csv,1759
299_www.tapinto.net_towns_somerset-hills_.csv,480
1_rennamedia.com_publications_clark-monthly_.csv,21
304_www.tapinto.net_towns_springfield_.csv,528
143_dailyvoice.com_new-jersey_saddlebrook.csv,1543
80_patch.com_new-jersey_haddon.csv,1761
139_dailyvoice.com_new-jersey_pascackvalley.csv,1383
258_www.tapinto.net_towns_east-orange-slash-orange_.csv,423
240_www.pressofatlanticcity.com_currents_gazettes_pleasantville_absecon_.csv,151
85_patch.com_new-jersey_lakewood-nj.csv,1554
244_www.tapinto.net_towns_barnegat-slash-waretown_.csv,1200
291_www.tapinto.net_towns_piscataway_.csv,868
211_www.mypaperonline.com_category_west-orange-news.csv,3
6_rennamedia.com_publications_life-in-kenilworth_.csv,17
196_www.mypaperonline.com_category_black-river-news.csv,3
251_www.tapinto.net_towns_camden_.csv,532
116_patch.com_new-jersey_west-windsor.csv,1342
159_thesunpapers.com_berlin-sun_.csv,40
103_patch.com_new-jersey_randolph.csv,1161
186_www.facebook.com_BREAKINGNEWSOFTRENTON.csv,1678
268_www.tapinto.net_towns_hillsborough_.csv,593
149_communitynews.org_ewing-observer_.csv,36
316_www.wnyc.org_series_new-jersey-public-radio_.csv,2
297_www.tapinto.net_towns_scotch-plains-slash-fanwood_.csv,820
273_www.tapinto.net_towns_madison_.csv,1096
158_thepressgroup.net_category_pascack-press_.csv,310
300_www.tapinto.net_towns_somerville_.csv,572
187_www.facebook.com_JerseyShoreHurricaneNews.csv,1105
298_www.tapinto.net_towns_soma_.csv,839
8_rennamedia.com_publications_long-hill-leader_.csv,16
295_www.tapinto.net_towns_roselle-roselle-park_.csv,642
203_www.mypaperonline.com_category_millburn-news.csv,2
114_patch.com_new-jersey_wall.csv,1684
150_communitynews.org_hamilton-post_.csv,32
195_www.mycentraljersey.com_.csv,6820
235_www.pressofatlanticcity.com_currents_gazettes_egg_harbor_township_.csv,244
256_www.tapinto.net_towns_east-brunswick_.csv,749
126_dailyvoice.com_new-jersey_cliffsidepark_.csv,2970
275_www.tapinto.net_towns_millburn-slash-short-hills_.csv,694
84_patch.com_new-jersey_jersey-city.csv,1699
83_patch.com_new-jersey_hopewell-pennington.csv,1168
288_www.tapinto.net_towns_parsippany_.csv,716
307_www.tapinto.net_towns_union_.csv,663
302_www.tapinto.net_towns_south-plainfield_.csv,717
