Location,Latitude,Longitude,Count
Nevada,40.0583238,-74.4056612,14
Glen Ridge Hits,40.805378,-74.20375659999999,13
Haworth PD,40.9609315,-73.9901383,4
Howard Beach,None,None,14
Springfield,40.7016937,-74.3222146,111
MA,40.0583238,-74.4056612,17
Cambridge,40.0290006,-74.9726691,14
Medford,39.86618259999999,-74.8390162,14
Ludlow,None,None,16
Belleville,40.7936744,-74.15004689999999,53
Cedar Grove,40.8517876,-74.2290319,25
Lynn,40.0583238,-74.4056612,8
Demarest,40.9573205,-73.9634708,25
Afghanistan,40.0583238,-74.4056612,12
Kunduz Province,40.0583238,-74.4056612,12
Union City Border,40.7795455,-74.02375119999999,23
Union City Finance,40.7795455,-74.02375119999999,17
Waze,40.0583238,-74.4056612,4
Pleasantville,39.3898388,-74.5240422,3
Oakland Oakland,41.0242919,-74.2558044,11
New Zealand,40.0583238,-74.4056612,31
Puerto Rico,40.0583238,-74.4056612,5
Hawaii,40.0583238,-74.4056612,1
Minnesota,40.0583238,-74.4056612,1
Alabama,None,None,1
Alaska,40.0583238,-74.4056612,1
Arkansas,40.0583238,-74.4056612,1
Iowa,40.0583238,-74.4056612,1
Kansas,40.0583238,-74.4056612,7
Louisiana,40.0583238,-74.4056612,3
Missouri,40.0583238,-74.4056612,27
Montana,40.7692146,-75.0656288,1
Nebraska,40.0583238,-74.4056612,1
North Carolina North Dakota Oklahoma,40.0583238,-74.4056612,1
Puerto Rico South Carolina,40.0583238,-74.4056612,1
Tennessee,40.0583238,-74.4056612,1
Utah,40.0583238,-74.4056612,1
Linkedin,40.0583238,-74.4056612,1
Forest Hills,40.7787363,-74.16803469999999,24
New Jersey Woman,40.0583238,-74.4056612,18
Maserati,40.5109072,-74.3790336,4
Edison,40.5187154,-74.4120953,8
Burlington County,39.8558488,-74.6868815,7
Fairfield,40.8837406,-74.3059959,66
New Jersey Transit,40.8041725,-74.4781504,9
Orange,40.7706187,-74.2326478,3
the Passaic County,41.1231647,-74.35874729999999,3
East Stroudsburg,40.0583238,-74.4056612,1
Blairstown,40.9831018,-74.9589405,13
Essex Line,40.7947466,-74.2648829,10
Airline,40.0583238,-74.4056612,11
Monmouth,40.2589455,-74.12399599999999,14
Manalapan,40.2859203,-74.348582,8
Los Angeles,40.0583238,-74.4056612,33
Richmond County,None,None,7
North Brunswick,40.4525163,-74.4766712,36
Roman on Instagram,40.0583238,-74.4056612,30
the Sussex County Jail,41.1288481,-74.6868815,15
Miami-Dade County,40.0583238,-74.4056612,1
Building,40.0583238,-74.4056612,13
Ukrainian,40.83575810000001,-74.4264238,36
Edmonton,40.2962222,-74.0509725,36
Kyiv,40.0583238,-74.4056612,36
Scotland,40.0583238,-74.4056612,36
Broadhurst,40.0583238,-74.4056612,28
Saipan,40.0583238,-74.4056612,27
Semioli,40.0583238,-74.4056612,2
Atlantic County,39.5333379,-74.6868815,2
the Atlantic County,39.5333379,-74.6868815,1
Myrtle Beach,40.0583238,-74.4056612,2
Replica,40.0583238,-74.4056612,15
Brick,40.0578384,-74.1371832,2
Buljeta,40.0583238,-74.4056612,12
Olivia,40.0583238,-74.4056612,8
Build,40.0583238,-74.4056612,4
East Palisade,40.8865465,-73.961739,7
North Dean Street,40.9024589,-73.9703992,7
Passaic County ',41.1231647,-74.35874729999999,8
Carolinas,40.0583238,-74.4056612,17
Vehicle,40.0583238,-74.4056612,28
Mexico City,40.0583238,-74.4056612,10
Jersey City Fire,40.7177545,-74.0431435,10
the United States,40.0583238,-74.4056612,41
Taser,40.0583238,-74.4056612,11
Brawl,40.0583238,-74.4056612,11
Westchester County,None,None,14
Cortland Manor,None,None,14
Jamaica,None,None,14
Jr.,40.0583238,-74.4056612,18
Cambria Heights,None,None,14
Rivera,40.0583238,-74.4056612,15
Raleigh,41.0003754,-73.930414,14
Shabazz,40.0583238,-74.4056612,14
Long Island City,None,None,14
Westchester County District,None,None,14
Passa,40.8567662,-74.1284764,8
West Caldwell,40.8409329,-74.3018154,9
Rutherford,40.826489,-74.10680909999999,2
Leonia,40.8614887,-73.9881942,37
Montville,40.9148209,-74.383763,17
New Jersey Paterson Street Shooting Produces,40.9167654,-74.17181099999999,5
Bethlehem,40.6700352,-75.0034782,7
the Lehigh County Coroner’s Office,40.0583238,-74.4056612,3
Andover Borough,40.98593109999999,-74.74210889999999,9
Byram Township,40.9252528,-74.7186756,9
Cloud,40.0583238,-74.4056612,1
Netcong,40.8989877,-74.7065516,3
Kingston,40.3753844,-74.6134903,14
Somerset,40.5292099,-74.64004320000001,39
Somerset County,40.5292099,-74.64004320000001,40
Robertson,40.0583238,-74.4056612,13
Fodor,40.0583238,-74.4056612,13
Easton,40.0583238,-74.4056612,13
Franklin Township,40.4933734,-74.5228916,13
I.S.,40.0583238,-74.4056612,13
T.H.,40.0583238,-74.4056612,13
Somerset County Jail,40.5689185,-74.60937609999999,13
Cranford,40.6573662,-74.3049856,28
Garden City,39.7726143,-75.0704492,2
Sanchez,40.0583238,-74.4056612,4
Bergen County Native,40.9262762,-74.07701,4
Bodycam,40.0583238,-74.4056612,2
Essex County's,40.7947466,-74.2648829,8
Lodi,40.8823215,-74.08319709999999,6
Bibimbap,40.0583238,-74.4056612,2
South Korea,40.0583238,-74.4056612,6
03/01/2019,40.0583238,-74.4056612,10
Lemoine,40.0583238,-74.4056612,5
Philippines,40.0583238,-74.4056612,1
Murray Hill,40.6951408,-74.4012651,1
Alden,40.0583238,-74.4056612,2
Klein,40.0583238,-74.4056612,1
Bergen County ',40.9262762,-74.07701,3
DEA,40.73632509999999,-74.16805529999999,2
St. Hubert's Lifestyle Content Partnership,40.7634972,-74.4428111,5
Hampton,40.7070446,-74.9560032,7
Hewitt,41.1540954,-74.35070069999999,7
St. Joseph’s,40.9028517,-74.1662739,38
St. Joe's,40.5532976,-74.37224669999999,17
Manchester,39.9711696,-74.33928209999999,10
Passaic County Sheriff,41.1231647,-74.35874729999999,10
West Broadway,None,None,6
Foster Village,40.0583238,-74.4056612,5
Pupusas,40.0583238,-74.4056612,5
Isla Vista,40.0583238,-74.4056612,9
Netflix,40.0583238,-74.4056612,9
North Salem,None,None,8
McGaheysville,40.0583238,-74.4056612,4
VA,40.0583238,-74.4056612,5
Port Chester,None,None,8
Hartford,39.9762235,-74.8940549,4
White Plains,None,None,8
South Salem,None,None,4
Elmsford,None,None,4
Palyo,40.0583238,-74.4056612,4
Mare Island,40.0583238,-74.4056612,4
Yorktown Heights,None,None,8
Charlotte,40.0583238,-74.4056612,4
Mount Vernon,40.9953746,-75.03267509999999,11
Southport,None,None,4
Lucas,40.0583238,-74.4056612,8
Santa Maria,40.0583238,-74.4056612,2
Maple,39.9526127,-74.9923915,4
Hansbury,40.0583238,-74.4056612,4
Palisades Park,40.8481556,-73.99763899999999,6
Whispering Hills,40.5840874,-74.8793796,1
Jackson Township,40.0918895,-74.35874729999999,1
Jackson,40.0918895,-74.35874729999999,2
Whispering Hill,40.1321788,-74.38135460000001,1
Ocean County,39.9652553,-74.3118212,2
Man Charged,40.0583238,-74.4056612,11
Pizzeria,40.0583238,-74.4056612,8
Lake Hopatcong,40.9328762,-74.6593281,2
Ewing Township,40.2599864,-74.79091249999999,9
Waldwick,41.0106528,-74.1179203,12
Lake Grove,None,None,1
Coram,None,None,1
Leonardi,40.4189424,-74.06190339999999,1
Shanksville,40.0583238,-74.4056612,1
Tucson,40.0583238,-74.4056612,12
Westmoreland County,40.0583238,-74.4056612,12
Bayonne,40.6687141,-74.1143091,6
Lefante Way,40.6650902,-74.1033696,3
NY,None,None,5
Michigan,40.0583238,-74.4056612,5
Awaise Dar,40.0583238,-74.4056612,1
Dearborn,40.0583238,-74.4056612,2
Dearborn Heights,40.0583238,-74.4056612,1
the District of Maryland,40.0583238,-74.4056612,1
Storefront,40.0583238,-74.4056612,3
Ringwood,41.1134289,-74.2454254,4
Wanaque,41.0381525,-74.2940378,5
Route,41.2505145,-74.5728049,5
Heroin Bundles,40.0583238,-74.4056612,2
North Carldwell,40.8648215,-74.2582027,1
Newark Homicide,40.735657,-74.1723667,4
Pequannock,40.960201,-74.2973239,3
Pompton Plains,40.9681661,-74.2958532,3
News12,40.0583238,-74.4056612,7
Passaic County Prosecutor,40.9135854,-74.1704268,31
Rockland county,None,None,11
Kingsland,40.8064893,-74.1109759,1
Leo,40.0583238,-74.4056612,4
Mass.,40.0583238,-74.4056612,4
the Suffolk County District,None,None,4
BERGEN COUNTY,40.9262762,-74.07701,10
Metuchen,40.5431598,-74.3632049,1
Cresskill,40.9414874,-73.9593041,1
Overpeck Creek,40.87639438319958,-73.9888753212897,1
Overpeck Park,40.8643266,-73.9969858,1
Coirazza,40.0583238,-74.4056612,3
Ridgewoo,40.9792645,-74.11653129999999,8
Ridgew,40.9792645,-74.11653129999999,11
Farmingdale,40.1965018,-74.1684757,4
Rollover,40.0583238,-74.4056612,3
Belleville Identified,40.7936744,-74.15004689999999,1
Maximino,40.0583238,-74.4056612,1
Whippany,40.8254055,-74.4022355,22
Repairs,40.0583238,-74.4056612,8
Victim,40.0583238,-74.4056612,4
Horrific Wantage,41.256843,-74.6166192,9
Newton,41.0581527,-74.7526651,11
Smith,40.0583238,-74.4056612,12
Goez,40.0583238,-74.4056612,10
Bribes,40.0583238,-74.4056612,4
The Village of Ridgewood,40.9792645,-74.11653129999999,3
N.J.,40.0583238,-74.4056612,8
New Jersey Girl,40.0583238,-74.4056612,13
"Hackensack, Teaneck",40.8859325,-74.0434736,6
n’t,40.0583238,-74.4056612,3
Bergen County K-9,40.8770495,-74.1474846,1
Manfredonia,40.0583238,-74.4056612,1
Smokey,40.0583238,-74.4056612,2
Diamond,38.9595572,-74.8523914,2
Atlantic City Blvd,39.9217875,-74.1644217,2
San Diego,40.0583238,-74.4056612,1
Warren County Crash,40.8841854,-74.92087719999999,10
Florham Park,40.787878,-74.3882072,13
Nassau County,None,None,6
Lebanon,40.6417683,-74.83599869999999,4
New Milfo,40.0583238,-74.4056612,5
Sussex County St,41.1288481,-74.6868815,3
St. Hubert's,40.7634972,-74.4428111,5
Kerik,40.0583238,-74.4056612,12
North Bergen,40.8042674,-74.012084,2
Chambas,40.0583238,-74.4056612,2
Cuba,None,None,2
the City of Newark,40.735657,-74.1723667,4
Lawrenceville,40.3016375,-74.7361013,6
IHOP,40.0583238,-74.4056612,6
Houlihan,40.0583238,-74.4056612,6
Keyport,40.4331631,-74.1995883,2
A-Hady’s,40.0583238,-74.4056612,2
Carpenito,40.0583238,-74.4056612,2
Riverdale,40.9939865,-74.3034823,16
Forset City,40.0583238,-74.4056612,1
Oak Ridge,41.0463617,-74.48568519999999,6
Jefferson Township,41.0029893,-74.5580454,6
Belmar,40.1784471,-74.02180369999999,1
Crawford,40.6573662,-74.3049856,4
Greenville,40.6984428,-74.0918966,5
JC Kosher,40.7177545,-74.0431435,2
Understand,40.0583238,-74.4056612,2
Daytona Beach,40.0583238,-74.4056612,7
Sarasota,40.0583238,-74.4056612,7
Nutland,40.0583238,-74.4056612,2
Phillipsburg,40.69370989999999,-75.1901761,12
Denville,40.8923212,-74.47737750000002,22
Saint Clare's,40.0583238,-74.4056612,6
Henry,40.0583238,-74.4056612,6
New Morris County Supercenter,40.8336038,-74.54632819999999,2
Johnston,40.0583238,-74.4056612,2
Tommy,40.0583238,-74.4056612,2
VT,40.0583238,-74.4056612,2
M.D.,40.0583238,-74.4056612,2
Lowe,40.0583238,-74.4056612,2
Kelemen,40.0583238,-74.4056612,5
East Hanover,40.8200623,-74.3647247,14
Ramona,40.0583238,-74.4056612,9
Salt,40.0583238,-74.4056612,1
Naples,None,None,2
Rochester,None,None,2
Journalism,40.0583238,-74.4056612,2
Morris County Jail,40.8336038,-74.54632819999999,2
Union,40.6975898,-74.26316349999999,15
Ulster County's,None,None,2
Yelp.1,40.318007,-74.654444,4
Sullivan County,None,None,2
Kauneonga,None,None,2
Tappan,41.010653,-73.99124929999999,5
Yelp,40.0583238,-74.4056612,1
Stripper,40.0583238,-74.4056612,2
US,40.0583238,-74.4056612,22
Sussex County Cliff,41.1288481,-74.6868815,4
East Brunswick,40.4316955,-74.4049778,3
Camden County,39.8592439,-75.0143824,1
Bergen County’s,40.9262762,-74.07701,3
K9,40.0583238,-74.4056612,1
Lakewood,40.08212899999999,-74.2097014,1
Larrarte,40.0583238,-74.4056612,1
Warren County Home,40.8841854,-74.92087719999999,13
Branchburg,40.58681139999999,-74.69858909999999,4
Union County Woman Embezzle,40.6595001,-74.2883536,2
Morris,40.7933833,-74.505312,9
St. Peter’s Prep,40.71566019999999,-74.0396695,2
Randolph,40.8478065,-74.5747248,6
HedgeServ,40.0583238,-74.4056612,6
Jersey City’s,40.7177545,-74.0431435,9
Hannukah,40.0583238,-74.4056612,8
Mendham,40.7870633,-74.57656860000002,4
Cosmo,40.0583238,-74.4056612,6
Denaros,40.9405937,-73.9971625,6
Giovanni,40.0583238,-74.4056612,6
Deli,40.0583238,-74.4056612,17
Popular Jersey,40.7177545,-74.0431435,9
Raritan,40.5695474,-74.6329363,1
Bound Brook,40.56843629999999,-74.53848889999999,1
Maslanczuk,40.0583238,-74.4056612,1
Big Jake's,40.0583238,-74.4056612,8
Bridgewater,40.5939636,-74.6049061,2
Mount Arlington,40.92593189999999,-74.6348828,3
Oneonta,None,None,4
nachos,40.0583238,-74.4056612,1
Cape May County,39.105884,-74.8273184,2
South Jersey,39.3583238,-74.43744099999999,1
Camden,39.9259463,-75.1196199,3
the United States',40.0583238,-74.4056612,1
Spain,40.0583238,-74.4056612,1
Hyde Park,40.0583238,-74.4056612,2
Nikki,40.0583238,-74.4056612,3
Fort Pierce,40.0583238,-74.4056612,2
Fla.,40.0583238,-74.4056612,2
Bergen County Hom,40.9262762,-74.07701,2
N.Y.Gutierrez,None,None,1
Knowlton Township,40.94958279999999,-75.0654258,4
the North Jersey,40.8490381,-73.9701042,4
WASHINGTON,40.7584326,-74.9793378,4
Chevy Malibu,40.0583238,-74.4056612,1
North 8th Street,39.488521,-75.018498,1
Speciale,40.0583238,-74.4056612,1
Mill Street,40.7871673,-74.1651861,1
Union County,40.6595001,-74.2883536,7
Indian Hills,40.0583238,-74.4056612,4
New York Ave,40.7599016,-74.0358421,2
Gotay,40.0583238,-74.4056612,2
ID Jersey City,40.7177545,-74.0431435,1
San Gabriel,40.0583238,-74.4056612,3
Warminster,40.0583238,-74.4056612,3
Quincy,40.0583238,-74.4056612,3
South Richmond,40.0583238,-74.4056612,2
Jersey City Slaying,40.7177545,-74.0431435,2
Westfield,40.6589912,-74.3473717,5
Accomplice,40.0583238,-74.4056612,3
Columbia,40.9256446,-75.0931123,2
Palisade,40.8481556,-73.99763899999999,2
Navas,40.0583238,-74.4056612,1
Bickford,40.0583238,-74.4056612,1
Cavas,40.0583238,-74.4056612,1
Urgiles,40.0583238,-74.4056612,1
Midland Park PD,40.9902297,-74.1407467,1
